,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
602,C:\Users\shiwa\pastoral_74\PMC9388360\sections\1_front\1_article-meta\13_abstract.xml,Background Epigenetics is crucial for connecting environmental stresses with physiological responses in humans.,ABS,Background Epigenetics,ORG,0,22,,,,
606,C:\Users\shiwa\pastoral_74\PMC9388360\sections\1_front\1_article-meta\13_abstract.xml,Methods Genome-wide DNA methylation status of peripheral blood cells (PBCs) from 23 Mongolian adults and 24 Thai adults was determined using the Infinium Human Methylation 450K arrays and analyzed in combination with previously published 450K data of 20 Japanese and 8 Chinese adults.,ABS,the Infinium Human Methylation,ORG,141,171,,,,
609,C:\Users\shiwa\pastoral_74\PMC9388360\sections\1_front\1_article-meta\13_abstract.xml,"Analyses focused on gene promoter regions revealed that  PM20D1  (peptidase M20 domain containing 1), which is involved in mitochondrial uncoupling and various processes, including cellular protection from reactive oxygen species (ROS) and thermogenesis, was the top differentially methylated gene.",ABS,ROS,ORG,231,234,,,,
611,C:\Users\shiwa\pastoral_74\PMC9388360\sections\1_front\1_article-meta\13_abstract.xml,"The promoter regions of these genes were generally hypermethylated in Mongolians, suggesting that the metabolic pathway detoxifying ROS might be globally suppressed in Mongolians, resulting in the high susceptibility of this population to various chronic diseases.",ABS,ROS,ORG,132,135,,,,
617,C:\Users\shiwa\pastoral_74\PMC9465664\sections\1_front\1_article-meta\14_abstract.xml,Camel is a livestock species uniquely adapted to the arid and semi-arid areas of the region.,ABS,Camel,ORG,0,5,,,,
618,C:\Users\shiwa\pastoral_74\PMC9465664\sections\1_front\1_article-meta\14_abstract.xml,"Camels are predominantly reared in the drier areas of Ethiopia such as Afar, Ethiopian Somali and the eastern and southern parts of Oromia region.",ABS,Afar,ORG,71,75,,,,
622,C:\Users\shiwa\pastoral_74\PMC9465664\sections\1_front\1_article-meta\14_abstract.xml,"Camel is being adopted by different pastoral groups, in which camel rearing was less customary.",ABS,Camel,ORG,0,5,,,,
624,C:\Users\shiwa\pastoral_74\PMC9465664\sections\1_front\1_article-meta\14_abstract.xml,"Camel plays an important role in revenue generation, contributing to the earnings from export.",ABS,Camel,ORG,0,5,,,,
629,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,Abstract The alcohol dehydrogenase (ADH) family of genes encodes enzymes that catalyze the metabolism of ethanol into acetaldehyde.,ABS,ADH,ORG,36,39,,,,
630,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,"Nucleotide variation in ADH genes can affect the catalytic properties of these enzymes and is associated with a variety of traits, including alcoholism and cancer.",ABS,ADH,ORG,24,27,,,,
631,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,"Some ADH variants, including the  ADH1B*48His  (rs1229984) mutation in the  ADH1B  gene, reduce the risk of alcoholism and are under positive selection in multiple human populations.",ABS,ADH,ORG,5,8,,,,
634,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,"Here, we use genome-wide selection scans to show that the ADH gene region is enriched for variants showing strong signals of positive selection in multiple Afroasiatic-speaking, agriculturalist populations from Ethiopia, and that this signal is unique among sub-Saharan Africans.",ABS,ADH,ORG,58,61,,,,
635,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,"We also observe strong selection signals at putatively functional variants in nearby lipid metabolism genes, which may influence evolutionary dynamics at the ADH region.",ABS,ADH,ORG,158,161,,,,
637,C:\Users\shiwa\pastoral_74\PMC9547508\sections\1_front\1_article-meta\17_abstract.xml,"These selection signals are not evident in nearby, genetically similar populations that practice hunting/gathering or pastoralist subsistence lifestyles, supporting the hypothesis that the emergence of agriculture shapes patterns of selection at ADH genes.",ABS,ADH,ORG,246,249,,,,
650,C:\Users\shiwa\pastoral_74\PMC9623530\sections\1_front\1_article-meta\25_abstract.xml,The livelihoods of the Tuareg of Illizi are finely tuned to climate variability as reflected in changes reported in the cadence of events in their ecological calendar (marked by cyclical climatic and religious events).,ABS,the Tuareg of Illizi,ORG,19,39,,,,
662,C:\Users\shiwa\pastoral_74\PMC10967291\sections\1_front\1_article-meta\10_aff.xml,"4 Instituto Agroalimentario de Aragón—IA2 (CITA-Universidad de Zaragoza), Miguel Servet 177, 50013 Zaragoza, Spain;  slobon@cita-aragon.es",AFF,CITA-Universidad de Zaragoza,ORG,43,71,,,,
664,C:\Users\shiwa\pastoral_74\PMC10967291\sections\1_front\1_article-meta\11_aff.xml,"Montañana 930, 50059 Zaragoza, Spain",AFF,Montañana,ORG,0,9,,,,
665,C:\Users\shiwa\pastoral_74\PMC10967291\sections\1_front\1_article-meta\7_aff.xml,"1 Université de Jendouba, Ecole Supérieure d’Agriculture du Kef, LR: Appui à la Durabilité des Systèmes de Production Agricoles dans la Région du Nord-Ouest, Le Kef 7119, Tunisia;  ameur.mehrez@esakef.u-jendouba.tn  (M.A.",AFF,"Nord-Ouest, Le Kef 7119","ORG, ORG","146, 158","156, 169",,,,
668,C:\Users\shiwa\pastoral_74\PMC10967291\sections\1_front\1_article-meta\8_aff.xml,"2 Laboratoire de Productions Animales et Fourragères, Institut National de la Recherche Agronomique, Ariana 2049, Tunisia;  ilyesyassinemekki@gmail.com  (I.M.",AFF,2 Laboratoire de Productions Animales et Fourragères,ORG,0,52,,,,
673,C:\Users\shiwa\pastoral_74\PMC10978757\sections\1_front\1_article-meta\5_aff.xml,"  1   Department of Geobotany, Institute for Ecosystem Research, Kiel University ,  Kiel ,  Germany",AFF,"Department of Geobotany, Institute for Ecosystem Research, Kiel University","ORG, ORG","6, 65","63, 80",,,,
674,C:\Users\shiwa\pastoral_74\PMC10978757\sections\1_front\1_article-meta\6_aff.xml,"  2   Cluster of Excellence ROOTS, Kiel University ,  Kiel ,  Germany",AFF,"Cluster of Excellence ROOTS, Kiel University","ORG, ORG","6, 35","33, 50",,,,
675,C:\Users\shiwa\pastoral_74\PMC10978757\sections\1_front\1_article-meta\7_aff.xml,"  3   Institute of Prehistoric and Protohistoric Archaeology, Kiel University ,  Kiel ,  Germany",AFF,"Institute of Prehistoric, Protohistoric Archaeology, Kiel University","ORG, ORG, ORG","6, 35, 62","30, 60, 77",,,,
676,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\10_aff.xml,"4 Department of Mathematics, University of Richmond, Richmond, VA 23173, USA;  cdavin@claritybenefitsolutions.com",AFF,"4 Department of Mathematics, University of Richmond","ORG, ORG","0, 29","27, 51",,,,
677,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\11_aff.xml,"5 Rosenstiel School of Marine, Atmospheric, and Earth Science, University of Miami, Miami, FL 33149, USA;  lpeterson@miami.edu",AFF,"5 Rosenstiel School of Marine,, University of Miami","ORG, ORG","0, 63","30, 82",,,,
678,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\12_aff.xml,"6 Department of Anthropology, Brown University, Providence, RI 02915, USA;  parker_vanvalkenburgh@brown.edu",AFF,"6 Department of Anthropology, Brown University","ORG, ORG","0, 30","28, 46",,,,
679,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\7_aff.xml,"1 Institute of Global Ecology, Florida Institute of Technology, Melbourne, FL 32901, USA angelrodav@gmail.com  (A.R.-D.);  lbenko2018@my.fit.edu  (L.B.)",AFF,"1 Institute of Global Ecology, Florida Institute of Technology","ORG, ORG","0, 31","29, 62",,,,
680,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\8_aff.xml,"2 Facultad de Ciencias de La Tierra y Agua, Universidad Regional Amazónica Ikiam, Tena 150150, Ecuador;  bryan.valencia@ikiam.edu.ec",AFF,Universidad Regional Amazónica Ikiam,ORG,44,80,,,,
681,C:\Users\shiwa\pastoral_74\PMC11013201\sections\1_front\1_article-meta\9_aff.xml,"3 Department of Anthropology, Portland State University, Portland, OR 97201, USA;  dan.plekhov@gmail.com",AFF,"3 Department of Anthropology, Portland State University","ORG, ORG","0, 30","28, 55",,,,
682,C:\Users\shiwa\pastoral_74\PMC2864741\sections\0_front\1_article-meta\7_aff.xml,"  Department of Environmental Sciences, University of Basel, Basel, Switzerland",AFF,"Department of Environmental Sciences, University of Basel","ORG, ORG","2, 40","38, 59",,,,
683,C:\Users\shiwa\pastoral_74\PMC2864741\sections\0_front\1_article-meta\9_aff.xml,"University of Arizona, United States of America",AFF,University of Arizona,ORG,0,21,,,,
684,C:\Users\shiwa\pastoral_74\PMC3290568\sections\0_front\1_article-meta\11_aff.xml,"Oxford University, United Kingdom",AFF,Oxford University,ORG,0,17,,,,
685,C:\Users\shiwa\pastoral_74\PMC3290568\sections\0_front\1_article-meta\7_aff.xml,"  1   Institute of Molecular Pathology and Immunology of the University of Porto (IPATIMUP), Porto, Portugal",AFF,Institute of Molecular Pathology and Immunology of the University of Porto,ORG,6,80,,,,
686,C:\Users\shiwa\pastoral_74\PMC3290568\sections\0_front\1_article-meta\8_aff.xml,"  2   Department of Zoology and Anthropology, Faculty of Sciences, University of Porto, Porto, Portugal",AFF,"Department of Zoology and Anthropology, Faculty of Sciences, University of Porto","ORG, ORG, ORG","6, 46, 67","44, 65, 86",,,,
687,C:\Users\shiwa\pastoral_74\PMC3290568\sections\0_front\1_article-meta\9_aff.xml,"  3   Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa, Oeiras, Portugal",AFF,Instituto de Tecnologia Química,ORG,6,37,,,,
688,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\10_aff.xml,"  4   BioMaPS Institute, Rutgers University, Piscataway, New Jersey, United States of America",AFF,"BioMaPS Institute, Rutgers University","ORG, ORG","6, 25","23, 43",,,,
689,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\11_aff.xml,"  5   Department of Mathematics, Rutgers University, Piscataway, New Jersey, United States of America",AFF,"Department of Mathematics, Rutgers University","ORG, ORG","6, 33","31, 51",,,,
690,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\12_aff.xml,"  6   The Cancer Institute of New Jersey, New Brunswick, New Jersey, United States of America",AFF,The Cancer Institute of New Jersey,ORG,6,40,,,,
691,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\13_aff.xml,"  7   Department of Anthropology, Rutgers University, New Brunswick, New Jersey, United States of America",AFF,"Department of Anthropology, Rutgers University","ORG, ORG","6, 34","32, 52",,,,
692,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\14_aff.xml,"  8   Institute for Advanced Study, Princeton, New Jersey, United States of America",AFF,Institute for Advanced Study,ORG,6,34,,,,
693,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\15_aff.xml,"  9   Department of Molecular Biology and Biochemistry, Rutgers University, Piscataway, New Jersey, United States of America",AFF,"Department of Molecular Biology and Biochemistry, Rutgers University",ORG,6,74,,,,
694,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\17_aff.xml,"  University of Massachusetts, United States of America",AFF,University of Massachusetts,ORG,2,29,,,,
695,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\7_aff.xml,"  1   Department of Physics, Rutgers University, Piscataway, New Jersey, United States of America",AFF,"Department of Physics, Rutgers University","ORG, ORG","6, 29","27, 47",,,,
696,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\8_aff.xml,"  2   The Broad Institute, Cambridge, Massachusetts, United States of America",AFF,The Broad Institute,ORG,6,25,,,,
697,C:\Users\shiwa\pastoral_74\PMC3461017\sections\0_front\1_article-meta\9_aff.xml,"  3   Dana-Farber Cancer Institute, Boston, Massachusetts, United States of America",AFF,Dana-Farber Cancer Institute,ORG,6,34,,,,
698,C:\Users\shiwa\pastoral_74\PMC3519842\sections\0_front\1_article-meta\11_aff.xml,"  University of Massachusetts, United States of America",AFF,University of Massachusetts,ORG,2,29,,,,
699,C:\Users\shiwa\pastoral_74\PMC3519842\sections\0_front\1_article-meta\7_aff.xml,"  1   Department of Arctic and Marine Biology, University of Tromsø, Tromsø, Norway",AFF,"Department of Arctic, Marine Biology, University of Tromsø, Tromsø","ORG, ORG, ORG","6, 31, 47","26, 45, 75",,,,
700,C:\Users\shiwa\pastoral_74\PMC3519842\sections\0_front\1_article-meta\8_aff.xml,"  2   Department of Arctic Ecology, Norwegian Institute for Nature Research, FRAM Centre, Tromsø, Norway",AFF,"Department of Arctic Ecology, Norwegian Institute for Nature Research, FRAM Centre","ORG, ORG, ORG","6, 36, 77","34, 75, 88",,,,
702,C:\Users\shiwa\pastoral_74\PMC4212918\sections\0_front\1_article-meta\10_aff.xml,"  4   University of Minnesota, Minneapolis, Minnesota, United States of America",AFF,University of Minnesota,ORG,6,29,,,,
703,C:\Users\shiwa\pastoral_74\PMC4212918\sections\0_front\1_article-meta\11_aff.xml,"  5   National Institute for Medical Research, Muhimbili Medical Research Centre, Dar es Salaam, Tanzania",AFF,"National Institute for Medical Research, Muhimbili Medical Research Centre","ORG, ORG","6, 47","45, 80",,,,
704,C:\Users\shiwa\pastoral_74\PMC4212918\sections\0_front\1_article-meta\12_aff.xml,"  6   St. Catherine University, Minneapolis, Minnesota, United States of America",AFF,St. Catherine University,ORG,6,30,,,,
705,C:\Users\shiwa\pastoral_74\PMC4212918\sections\0_front\1_article-meta\14_aff.xml,"  Indiana University, United States of America",AFF,Indiana University,ORG,2,20,,,,
706,C:\Users\shiwa\pastoral_74\PMC4212918\sections\0_front\1_article-meta\7_aff.xml,"  1   Department of Population Health, London School of Hygiene and Tropical Medicine, London, England, United Kingdom",AFF,"Department of Population Health, London School of Hygiene and Tropical Medicine","ORG, ORG","6, 39","37, 85",,,,
